conv_num,experience_type,emotion_type,problem_type,situation,speaker,strategy,message,seeker_survey_empathy,seeker_survey_relevance,seeker_survey_initial_emotion,seeker_survey_final_emotion,supporter_survey_relevance,seeker_question1,seeker_question2,supporter_question1,supporter_question2
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SUPPORTER,Providing Suggestions,Maybe there is a way to make a connection using your poetry.,,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SEEKER,,"Technically, no, I don't HAVE to wait to get vaccinated, but then again, maybe I don't want a girlfriend. The only one I had ten years ago in college wanted to marry me and have a child and I wasn't ready for commitment. I fear marriage, actually.",,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SUPPORTER,Affirmation and Reassurance,"Marriage is a big step, and any prudent person would think carefully before making the commitment.",,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SEEKER,,"That's a good point, I'm sure if my poetry is entertaining or full of truth about my experiences in a wheelchair, perhaps a woman will find that attractive",,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SUPPORTER,Question,Are you concerned that things will move too quickly to that level of commitment (marriage)? You could make it clear from the outset that you want to take it slow.,,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SEEKER,,"Or I could just get an adult entertainer to be my companion for a day. I've done that before with women in that industry. It costs a bit, but it's worth it for companionship",,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SEEKER,,"No, I just hate the idea of waking up to one woman for 20 or 30 years",,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SEEKER,,But it's better than being alone,,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SUPPORTER,Information,Robin Williams talked about that situation.,,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SUPPORTER,Information,He said that he didn't fear being alone as much as being with people that he didn't like.,,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SEEKER,,"Did he really? Well, it's sad how he ended up, I'm too scared to commit suicide like he did! I enjoy living life, even when I have months at a time without human connection",,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SUPPORTER,Question,"Adult entertainers provide one kind of companionship, but it is not complete. It feels like a stopgap to me. Is it fulfilling enough for you?",,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SEEKER,,"You're right, I just lack self confidence in my poetry....hopefully I'll figure out a way to spit it out on a blog or something",,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SUPPORTER,Providing Suggestions,"You could trade poems with other budding poets. ""I'll show you mine if you show me yours.""",,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SUPPORTER,Question,Do you find yourself to be more an introvert or an extrovert?,,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SEEKER,,Oh it's been very fulfilling for me when I've had the opportunity to use it. Most of them are genuine women. Only a handful have tried to take advantage of me.,,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SEEKER,,I'm definitely an extrovert,,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SEEKER,,That was a clever pun by the way,,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SEEKER,,It's ironic and strange how many people struggle with that stupid voice in their head that tells them they're not good enough to accomplish anything.,,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SUPPORTER,Affirmation and Reassurance,"Thanks. Ok. The pandemic is particularly hard on extroverts. People look down on sex workers, but I think that the world is a big complex place and people are trying to make their way in it. If everyone is consenting, I see no problem.",,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SUPPORTER,Providing Suggestions,"Have you tried psilocybin? Some people swear that it changes the inner monologue for the better. I am not a physician, but for long-term adjustment, it might be beneficial.",,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SEEKER,,"Well of course it's consentual. I would never NOT ask for permission to do things with a sex worker, or any person.",,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SEEKER,,"I'll have to Google that, I've never heard of that, but thanks for the advice!",,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SUPPORTER,Others,Sure! I'm glad we had a chance to chat. Best of luck with making friends/girlfriends after the pandemic!,,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SUPPORTER,Others,"BTW, is there a quit button on your end?",,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SEEKER,,"Yes there is, and I am pressing it right now. Thanks so much, I'll be fine. Have a good night!",,,3,,,No,No,,
15,Current Experience,sadness,ongoing depression,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,SUPPORTER,Others,Good night!,,,3,,,No,No,,
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SEEKER,,Hello,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SUPPORTER,Reflection of feelings,hi,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SEEKER,,I am always in the mood of depression,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SUPPORTER,Reflection of feelings,why what is your problem?,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SEEKER,,"If I want to do something , I think it's negative part only",5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SUPPORTER,Reflection of feelings,just change your mind,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SEEKER,,Thanks for the hint. I tried it many-times. But I can't.,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SUPPORTER,Affirmation and Reassurance,try it keep them,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SEEKER,,Do you have any other idea to get out from this negative point of view mind?,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SUPPORTER,Reflection of feelings,just go out with girls and do partying you will feel relax for sure. when being relaxed you wont feel negative,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SEEKER,,"For example If I want to answer for question front of other people , I am not able to answer even I know the answer.",5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SEEKER,,I can go out for party. But I don't have girl friends,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SUPPORTER,Reflection of feelings,just try to coming out don't shiver and dont feel useless,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SEEKER,,I am not useless because I am an example of Useless.,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SUPPORTER,Reflection of feelings,this is what your problem based on,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SEEKER,,I am not able to understand your words,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SUPPORTER,Self-disclosure,why are you thinking yourself like that?,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SEEKER,,Even I am not able to understand my mother tongue.,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SEEKER,,Do you have solutions for me?,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SUPPORTER,Reflection of feelings,you are the bet solution,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SEEKER,,Thank you. I try to change myself from now. No one can play my role better than me. Thank you for your cooperation.,5,5,5,1,5,I got solution,nothing,No,No
16,Current Experience,depression,ongoing depression,I am always in the mood of depression. I thought every thing going to be happen to me in wrong way,SUPPORTER,Reflection of feelings,Thank you . so happy,5,5,5,1,5,I got solution,nothing,No,No
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SUPPORTER,Others,hello,4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SEEKER,,hi,4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SUPPORTER,Question,can you talk about your feelings at this time,4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SEEKER,,"Currently I am worried to show up to work. We had a staff appreciation Thursday and we all got super drunk in front of our boss, and I am honestly scared he will judge me or fire me.",4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SUPPORTER,Providing Suggestions,"that's really hard, have you spoken to any of your coworkers",4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SEEKER,,"Yes, we are all laughing at the matter, but you can tell our boss is looking at us different. We all showed up to work Friday hungover, and he just made lots of comments and jokes to play the part, but you can tell he is looking at me and everyone different. I do not know how to redeem myself.",4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SUPPORTER,Providing Suggestions,I would recommend speaking with him privately about the issue one on one,4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SEEKER,,That sounds a lot easier said than done. I was the one who was the most drunk. But I do now know if he knows how drunk we all got since he left after one of us got hit in the face with a golf club and had to take her to the ER. So what if I say too much and apologize for what he does not know.,4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SUPPORTER,Providing Suggestions,have you tried reaching out a company hotline or maybe an hr department in your company to speak about this issue anonymously this could help with the tension between you and your boss,4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SEEKER,,"He is the doctor of the office and the 2 office managers were pretty drunk too. It was a hot mess if I have to be honest and being an office full of girls I feel like we went too far. I for one feel embarrassed, and feel like just not saying anything and it will fade away. But I know the next few weeks will be a little hard, for all of us. This one is for the books, and something I have never encountered in my 10 years of working.",4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SUPPORTER,Reflection of feelings,I see how you feel do you think letting it fade is the best option in the long run?,4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SEEKER,,"I think so. Somethings are sometimes better left unsaid. I just feel like avoiding it, but I do not know if anyone else would do the same. What would you do?",4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SUPPORTER,Self-disclosure,I would apologize for my behavior to the manager if it was me. Just to seem professional and get in my bosses good grace.,4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SEEKER,,You have guts. I think I will work on that and build the guts to talk to my boss if I ever have to. Thank you for that.,4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SUPPORTER,Affirmation and Reassurance,You are doing your best and I think you will make the right decision that works for you,4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SEEKER,,"You are right. In the end I will do the right thing, even if it takes me some time to get there.",4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SUPPORTER,Question,Is anything else bother you?,4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SEEKER,,Just that. I think you helped me with the only issue I currently have.,4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SUPPORTER,Others,I am happy to help!,4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SEEKER,,Thank you!,4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
17,Current Experience,fear,job crisis,"We had a staff appreciation day, but we all got drunk by the end of the day. So now I am worried my boss will judge me or fire me.",SUPPORTER,Restatement or Paraphrasing,you're welcome,4,5,5,3,5,I like how there was enough time to vent what was on my mind.,no,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Question,"Hi, how are you doing?",5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SEEKER,,"I'm good, thank you. I hope you are as well.",5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Question,How can I help you today?,5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Question,How can I help you today?,5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SEEKER,,I was just seeking support regarding a feeling of loneliness and sadness. My two sons and their families both live overseas. My daughter lives nearby and has cancer. I feel overwhelmed and just sad.,5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Affirmation and Reassurance,"Feeling sad is natural, you are going through a lot. I’m glad you reached out so we can work together.",5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Affirmation and Reassurance,"Feeling sad is natural, you are going through a lot. I’m glad you reached out so we can work together.",5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SEEKER,,"Yes. That's the good part. I know feeling sad is natural...so I try and not let it get the best of me. I just try and stay busy doing things I enjoy, reading and journaling. I am also thinking of planning a trip to visit my sons next year if COVID is no longer an issue",5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Reflection of feelings,I can tell that you understand what you are going through. Keeping busy and planning for the future better times are great ways to help overcome some of your sadness.,5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SEEKER,,"Yes. I agree. I keep trying to get my daughter to fly overseas with me, but she hates to fly. I totally understand that. I don't really like it either. Her tumor seems to be shrinking, which is a very good thing.",5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Affirmation and Reassurance,It’s really tough but I know you can do it. You are really focused on the right things.,5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Affirmation and Reassurance,It’s really tough but I know you can do it. You are really focused on the right things.,5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SEEKER,,Yes. I have always been a positive minded person.,5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Reflection of feelings,"For sure you are, I can tell how upbeat and positive you are from our conversation.",5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SEEKER,,I am a work in progress.,5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Affirmation and Reassurance,We are all working towards making ourselves better and I know that you will be successful.,5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Affirmation and Reassurance,We are all working towards making ourselves better and I know that you will be successful.,5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SEEKER,,I appreciate your listening to me,5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Restatement or Paraphrasing,We all need help from time to time. I feel privileged to be able to listen to what you are going through and know you will be successful.,5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Restatement or Paraphrasing,We all need help from time to time. I feel privileged to be able to listen to what you are going through and know you will be successful.,5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Restatement or Paraphrasing,We all need help from time to time. I feel privileged to be able to listen to what you are going through and know you will be successful.,5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SEEKER,,Thank you.,5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Affirmation and Reassurance,You are a strong person and I hope that I have been helpful in listening and providing support. There are many people going through similar situations and you are stronger than all of them.,5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Affirmation and Reassurance,You are a strong person and I hope that I have been helpful in listening and providing support. There are many people going through similar situations and you are stronger than all of them.,5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SEEKER,,"Well, I don't know about that....but thank you.",5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Reflection of feelings,"Trust me, I speak with a lot of people going through tough times. You are wonderful and I hope you have a good evening.",5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Reflection of feelings,"Trust me, I speak with a lot of people going through tough times. You are wonderful and I hope you have a good evening.",5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SEEKER,,Thank you for your time. I hope you do as well. Bye.,5,5,3,1,,no,I kept getting three messages with each response.,,
18,Current Experience,sadness,ongoing depression,My partner recently died due to cancer.  Shortly after that my 34 year old daughter was diagnosed with cancer of the brain stem.  Both of my sons and their families live overseas in Japan and South Korea.  I get sad just with a feeling of being overwhelmed and missing my family.,SUPPORTER,Others,Bye,5,5,3,1,,no,I kept getting three messages with each response.,,
19,Current Experience,fear,job crisis,"Due to this pandemic, I fear for the safety of my job.",SEEKER,,"Hello, how are we doing today?",4,4,4,3,4,,,,
19,Current Experience,fear,job crisis,"Due to this pandemic, I fear for the safety of my job.",SUPPORTER,Question,"Good, how are you?",4,4,4,3,4,,,,
19,Current Experience,fear,job crisis,"Due to this pandemic, I fear for the safety of my job.",SEEKER,,Not so good unfortunately.,4,4,4,3,4,,,,
19,Current Experience,fear,job crisis,"Due to this pandemic, I fear for the safety of my job.",SUPPORTER,Others,You can tell me what's bothering you,4,4,4,3,4,,,,
19,Current Experience,fear,job crisis,"Due to this pandemic, I fear for the safety of my job.",SEEKER,,"Due to this pandemic, I fear for the safety of my job.",4,4,4,3,4,,,,
19,Current Experience,fear,job crisis,"Due to this pandemic, I fear for the safety of my job.",SUPPORTER,Affirmation and Reassurance,Totally understand your worries,4,4,4,3,4,,,,
